0.000000 0
0.100000 3125
0.200000 0
0.300000 2171
0.400000 0
0.500000 1457
0.600000 0
0.700000 1059
0.800000 667
0.900000 0
1.000000 441
1.100000 0
1.200000 299
1.300000 0
1.400000 222
1.500000 0
1.600000 170
1.700000 0
1.800000 0
1.900000 112
2.000000 0
2.100000 56
2.200000 0
2.300000 64
2.400000 0
2.500000 44
2.600000 0
2.700000 32
2.800000 0
2.900000 0
3.000000 16
3.100000 0
3.200000 15
3.300000 0
3.400000 15
3.500000 0
3.600000 0
3.700000 11
3.800000 0
3.900000 2
4.000000 0
4.100000 3
4.200000 0
4.300000 0
4.400000 4
4.500000 0
4.600000 0
4.700000 0
4.800000 0
4.900000 3
5.000000 0
5.100000 1
5.200000 0
5.300000 0
5.400000 1
5.500000 0
5.600000 2
5.700000 0
5.800000 0
5.900000 0
6.000000 0
6.100000 0
6.200000 2
6.300000 0
6.400000 3
6.500000 0
6.600000 0
6.700000 0
6.800000 0
6.900000 0
7.000000 0
7.100000 0
7.200000 1
7.300000 0
7.400000 0
7.500000 0
7.600000 0
7.700000 0
7.800000 1
7.900000 0


