0.000000 6
0.100000 67
0.200000 178
0.300000 351
0.400000 543
0.500000 772
0.600000 953
0.700000 1153
0.800000 1167
0.900000 1230
1.000000 1011
1.100000 847
1.200000 632
1.300000 475
1.400000 291
1.500000 182
1.600000 82
1.700000 39
1.800000 12
1.900000 9
